CNTY,COMMON,INTSITE,SP_CODE,ST,YEAR,ab1nd,ab1ndpse,ab1ndse,ab1ndv,ab1ns,angs,c,hrsfs,month,name,s,site
111,"JACKSMELT",1,"8805020601",6,2004,0.1785714286,57.991059336,0.1035554631,0.0107237339,5,28,"111",78.5,8,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"PACIFIC STAGHORN SCULPIN",1,"8831021801",6,2004,0.0714285714,69.388866649,0.0495634762,0.0024565382,2,28,"111",78.5,8,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"YELLOWFIN CROAKER",1,"8835441105",6,2004,0.0535714286,100,0.0535714286,0.002869898,1.5,28,"111",78.5,8,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"QUEENFISH",1,"8835442501",6,2004,0.2857142857,70.710678119,0.2020305089,0.0408163265,8,28,"111",78.5,8,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,2004,0.2857142857,69.388866649,0.1982539047,0.0393046107,8,28,"111",78.5,8,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",1,"8835600702",6,2004,0.3303571429,49.396432818,0.1631846441,0.0266292281,9.25,28,"111",78.5,8,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"NORTHERN ANCHOVY",103,"8747020101",6,2004,0.8289473684,100,0.8289473684,0.6871537396,15.75,19,"111",64.2,8,"Ventura Harbor North Jetty","103","111 103 Ventura Harbor Nor",
111,"JACKSMELT",103,"8805020601",6,2004,0.0646352724,100,0.0646352724,0.0041777184,1.2280701754,19,"111",64.2,8,"Ventura Harbor North Jetty","103","111 103 Ventura Harbor Nor",
111,"WHITE CROAKER",103,"8835440201",6,2004,1.4210526316,36.075480998,0.5126515721,0.2628116343,27,19,"111",64.2,8,"Ventura Harbor North Jetty","103","111 103 Ventura Harbor Nor",
111,"NORTHERN ANCHOVY",219,"8747020101",6,2004,0.3225806452,100,0.3225806452,0.1040582726,10,31,"111",102.8,8,"Ventura Pier","219","111 219 Ventura Pier",
111,"SILVERSIDE FAMILY",219,"8805020000",6,2004,0.1612903226,100,0.1612903226,0.0260145682,5,31,"111",102.8,8,"Ventura Pier","219","111 219 Ventura Pier",
111,"JACKSMELT",219,"8805020601",6,2004,0.0480439259,100,0.0480439259,0.0023082188,1.4893617021,31,"111",102.8,8,"Ventura Pier","219","111 219 Ventura Pier",
111,"WHITE CROAKER",219,"8835440201",6,2004,0.4516129032,49.026810195,0.2214114009,0.0490230084,14,31,"111",102.8,8,"Ventura Pier","219","111 219 Ventura Pier",
111,"QUEENFISH",219,"8835442501",6,2004,0.064516129,100,0.064516129,0.0041623309,2,31,"111",102.8,8,"Ventura Pier","219","111 219 Ventura Pier",
111,"ZEBRA PERCH",219,"8835510301",6,2004,0.0322580645,55.777335102,0.0179926887,0.0003237368,1,31,"111",102.8,8,"Ventura Pier","219","111 219 Ventura Pier",
111,"JACKSMELT",223,"8805020601",6,2004,0.0909090909,67.082039325,0.0609836721,0.0037190083,1,11,"111",40.5,8,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"BROWN ROCKFISH",223,"8826010103",6,2004,0.4285714286,67.082039325,0.2874944542,0.0826530612,4.7142857143,11,"111",40.5,8,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"KELP BASS",223,"8835021602",6,2004,0.0909090909,67.082039325,0.0609836721,0.0037190083,1,11,"111",40.5,8,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"BARRED SANDBASS",223,"8835021604",6,2004,0.2272727273,61.967733539,0.140835758,0.0198347107,2.5,11,"111",40.5,8,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"BARRED SURFPERCH",200,"8835600702",6,1980,0.25,100,0.25,0.0625,1,4,"111",9,9,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"GRASS ROCKFISH",209,"8826010154",6,1980,0.1323529412,69.631062382,0.092158759,0.0084932369,4.5,34,"111",72.5,9,"Solimar","209","111 209 Solimar",
111,"WHITE CROAKER",209,"8835440201",6,1980,0.064516129,100,0.064516129,0.0041623309,2,34,"111",72.5,9,"Solimar","209","111 209 Solimar",
111,"WALLEYE SURFPERCH",209,"8835600401",6,1980,0.2745098039,55.958137311,0.153610573,0.0235962081,9.3333333333,34,"111",72.5,9,"Solimar","209","111 209 Solimar",
111,"BARRED SURFPERCH",209,"8835600702",6,1980,0.3096141682,51.840891086,0.1605067437,0.0257624148,10.333333333,34,"111",72.5,9,"Solimar","209","111 209 Solimar",
111,"TOPSMELT",214,"8805020101",6,1980,0.1071428571,67.936622049,0.0727892379,0.0052982732,1.5,14,"111",14.5,9,"Channel Islands Harbor","214","111 214 Channel Islands Ha",
111,"JACKSMELT",214,"8805020601",6,1980,1.0178571429,35.467468186,0.3610081583,0.1303268904,14.25,14,"111",14.5,9,"Channel Islands Harbor","214","111 214 Channel Islands Ha",
111,"WHITE CROAKER",214,"8835440201",6,1980,1.1794642857,50.826084422,0.5994755136,0.3593708914,12.65,14,"111",14.5,9,"Channel Islands Harbor","214","111 214 Channel Islands Ha",
111,"WALLEYE SURFPERCH",214,"8835600401",6,1980,0.2857142857,32.243812764,0.0921251793,0.0084870487,4,14,"111",14.5,9,"Channel Islands Harbor","214","111 214 Channel Islands Ha",
111,"WHITE SEAPERCH",214,"8835600501",6,1980,0.0892857143,43.852900965,0.0391543759,0.0015330651,1.25,14,"111",14.5,9,"Channel Islands Harbor","214","111 214 Channel Islands Ha",
111,"BARRED SURFPERCH",214,"8835600702",6,1980,0.0892857143,43.852900965,0.0391543759,0.0015330651,1.25,14,"111",14.5,9,"Channel Islands Harbor","214","111 214 Channel Islands Ha",
111,"SHOVELNOSE GUITARFISH",302,"8713020104",6,1980,0.0166666667,100,0.0166666667,0.0002777778,1,67,"111",202,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"SILVERSIDE FAMILY",302,"8805020000",6,1980,0.0166666667,100,0.0166666667,0.0002777778,1,67,"111",202,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"TOPSMELT",302,"8805020101",6,1980,0.0149253731,100,0.0149253731,0.0002227668,1,67,"111",202,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"JACKSMELT",302,"8805020601",6,1980,0.1330845771,42.83777442,0.0570104709,0.0032501938,8.9166666667,67,"111",202,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"PACIFIC STAGHORN SCULPIN",302,"8831021801",6,1980,0.0149253731,70.172946527,0.0104735741,0.0001096958,1,67,"111",202,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"WHITE CROAKER",302,"8835440201",6,1980,0.8465174129,26.560405807,0.2248384601,0.0505523331,54.966666667,67,"111",202,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"8835445050=?",302,"8835445050",6,1980,0.3569651741,36.269450787,0.1294693082,0.0167623018,22.866666667,67,"111",202,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"SURFPERCH FAMILY",302,"8835600000",6,1980,0.1958333333,56.122628983,0.1099068151,0.012079508,11.75,67,"111",202,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"SHINER PERCH",302,"8835600201",6,1980,0.0497512438,100,0.0497512438,0.0024751863,3.3333333333,67,"111",202,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"WALLEYE SURFPERCH",302,"8835600401",6,1980,0.225787728,55.987135657,0.1264120816,0.0159800144,14.777777778,67,"111",202,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"BARRED SURFPERCH",302,"8835600702",6,1980,0.2069651741,39.407083571,0.0815589391,0.0066518606,13.4,67,"111",202,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"CHUB (PACIFIC) MACKEREL",302,"8850030301",6,1980,0.1582365948,47.493142517,0.0751515315,0.0056477527,10.472222222,67,"111",202,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"PACIFIC POMPANO (BUTTERFISH)",302,"8851030101",6,1980,0.0179104478,100,0.0179104478,0.0003207841,1.2,67,"111",202,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"SILVERSIDE FAMILY",303,"8805020000",6,1980,0.1304347826,100,0.1304347826,0.0170132325,6,46,"111",138.5,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"JACKSMELT",303,"8805020601",6,1980,0.7482837529,45.35863416,0.3394112899,0.1152000237,34.421052632,46,"111",138.5,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"WHITE CROAKER",303,"8835440201",6,1980,0.4782608696,100,0.4782608696,0.2287334594,22,46,"111",138.5,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"8835445050=?",303,"8835445050",6,1980,0.152173913,100,0.152173913,0.0231568998,7,46,"111",138.5,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"SURFPERCH FAMILY",303,"8835600000",6,1980,0.0217391304,100,0.0217391304,0.0004725898,1,46,"111",138.5,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"WALLEYE SURFPERCH",303,"8835600401",6,1980,0.152173913,86.582900387,0.1317565875,0.0173597984,7,46,"111",138.5,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"SPOTFIN SURFPERCH",303,"8835600403",6,1980,0.0434782609,100,0.0434782609,0.0018903592,2,46,"111",138.5,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"CHUB (PACIFIC) MACKEREL",303,"8850030301",6,1980,0.266590389,73.9207314,0.1970655654,0.0388348371,12.263157895,46,"111",138.5,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"KELP BASS",307,"8835021602",6,1980,0.25,100,0.25,0.0625,1,4,"111",9,9,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"TOPSMELT",308,"8805020101",6,1980,0.380952381,54.772255751,0.2086562124,0.043537415,8,21,"111",34.5,9,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"JACKSMELT",308,"8805020601",6,1980,0.5714285714,54.772255751,0.3129843186,0.0979591837,12,21,"111",34.5,9,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"GRASS ROCKFISH",308,"8826010154",6,1980,0.3015873016,37.029598104,0.1116765657,0.0124716553,6.3333333333,21,"111",34.5,9,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"KELP BASS",308,"8835021602",6,1980,0.6428571429,100,0.6428571429,0.4132653061,13.5,21,"111",34.5,9,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"BARRED SANDBASS",308,"8835021604",6,1980,0.0555555556,54.772255751,0.030429031,0.0009259259,1.1666666667,21,"111",34.5,9,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"WHITE CROAKER",308,"8835440201",6,1980,0.2222222222,54.772255751,0.1217161239,0.0148148148,4.6666666667,21,"111",34.5,9,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"OPALEYE",308,"8835510201",6,1980,0.0873015873,68.92024376,0.0601684668,0.0036202444,1.8333333333,21,"111",34.5,9,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"BLACK PERCH",308,"8835600302",6,1980,0.2301587302,65.578465042,0.1509345624,0.0227812421,4.8333333333,21,"111",34.5,9,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"RUBBERLIP SEAPERCH",308,"8835600602",6,1980,0.0873015873,68.92024376,0.0601684668,0.0036202444,1.8333333333,21,"111",34.5,9,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"BARRED SURFPERCH",308,"8835600702",6,1980,0.1603174603,46.697629082,0.074864453,0.0056046863,3.3666666667,21,"111",34.5,9,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"CHUB (PACIFIC) MACKEREL",308,"8850030301",6,1980,0.1904761905,54.772255751,0.1043281062,0.0108843537,4,21,"111",34.5,9,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"WHITE CROAKER",200,"8835440201",6,1981,0.0526315789,100,0.0526315789,0.0027700831,1,19,"111",57,9,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"CALIFORNIA CORBINA",200,"8835440607",6,1981,0.0526315789,100,0.0526315789,0.0027700831,1,19,"111",57,9,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"SURFPERCH FAMILY",200,"8835600000",6,1981,0.5263157895,100,0.5263157895,0.2770083102,10,19,"111",57,9,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"BARRED SURFPERCH",200,"8835600702",6,1981,0.1578947368,74.53559925,0.1176877883,0.0138504155,3,19,"111",57,9,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"BANDED GUITARFISH",209,"8713020301",6,1981,0.1224489796,100,0.1224489796,0.0149937526,3.4285714286,28,"111",87.5,9,"Solimar","209","111 209 Solimar",
111,"BARRED SURFPERCH",209,"8835600702",6,1981,0.2142857143,51.71940757,0.1108273019,0.0122826909,6,28,"111",87.5,9,"Solimar","209","111 209 Solimar",
111,"UNIDENTIFIED FISH",302,"1000000000",6,1981,0.1666666667,100,0.1666666667,0.0277777778,10,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"SILVERSIDE FAMILY",302,"8805020000",6,1981,0.0166666667,100,0.0166666667,0.0002777778,1,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"JACKSMELT",302,"8805020601",6,1981,0.2253968254,36.648306957,0.0826041204,0.0068234407,14,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"BROWN ROCKFISH",302,"8826010103",6,1981,0.0158730159,100,0.0158730159,0.0002519526,1,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"KELP BASS",302,"8835021602",6,1981,0.0158730159,100,0.0158730159,0.0002519526,1,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"WHITE CROAKER",302,"8835440201",6,1981,0.3658730159,46.570911557,0.1703903986,0.0290328879,23,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"QUEENFISH",302,"8835442501",6,1981,0.1428571429,49.730456257,0.0710435089,0.0050471802,9,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"SURFPERCH FAMILY",302,"8835600000",6,1981,0.0833333333,71.544699788,0.0596205832,0.0035546139,5,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"SHINER PERCH",302,"8835600201",6,1981,0.0158730159,100,0.0158730159,0.0002519526,1,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"WALLEYE SURFPERCH",302,"8835600401",6,1981,0.126984127,51.158454824,0.0649631172,0.0042202066,8,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"PACIFIC BONITO",302,"8850030201",6,1981,0.0658730159,79.636640336,0.0524590567,0.0027519526,4,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"CHUB (PACIFIC) MACKEREL",302,"8850030301",6,1981,0.8984126984,36.580635973,0.3286450787,0.1080075878,56,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"PACIFIC POMPANO (BUTTERFISH)",302,"8851030101",6,1981,0.3023809524,79.450567177,0.2402433817,0.0577168825,19,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"PACIFIC SANDDAB",302,"8857030101",6,1981,0.0166666667,100,0.0166666667,0.0002777778,1,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"CALIFORNIA HALIBUT",302,"8857030309",6,1981,0.0158730159,100,0.0158730159,0.0002519526,1,63,"111",224.5,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"JACKSMELT",303,"8805020601",6,1981,1.9523809524,34.904475746,0.681468336,0.464399093,41,21,"111",59.5,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"PACIFIC STAGHORN SCULPIN",303,"8831021801",6,1981,0.1904761905,100,0.1904761905,0.0362811791,4,21,"111",59.5,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"WALLEYE SURFPERCH",303,"8835600401",6,1981,0.0952380952,100,0.0952380952,0.0090702948,2,21,"111",59.5,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"CHUB (PACIFIC) MACKEREL",303,"8850030301",6,1981,3.0476190476,28.495819321,0.8684440174,0.7541950113,64,21,"111",59.5,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"SURFPERCH FAMILY",307,"8835600000",6,1981,0.3333333333,100,0.3333333333,0.1111111111,3,9,"111",28,9,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"CHUB (PACIFIC) MACKEREL",307,"8850030301",6,1981,0.5555555556,67.823299831,0.3767961102,0.1419753086,5,9,"111",28,9,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"OPALEYE",308,"8835510201",6,1981,0.875,48.795003647,0.4269562819,0.1822916667,7,8,"111",21,9,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"WALLEYE SURFPERCH",200,"8835600401",6,1982,1,58.807595881,0.5880759588,0.3458333333,16,16,"111",41,9,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"BARRED SURFPERCH",200,"8835600702",6,1982,2.5,35.893360575,0.8973340144,0.8052083333,40,16,"111",41,9,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"SURFPERCH FAMILY",209,"8835600000",6,1982,0.0383275261,100,0.0383275261,0.0014689993,1.5714285714,41,"111",91.5,9,"Solimar","209","111 209 Solimar",
111,"BARRED SURFPERCH",209,"8835600702",6,1982,0.8818234611,45.519061682,0.4013977652,0.1611201659,36.154761905,41,"111",91.5,9,"Solimar","209","111 209 Solimar",
111,"WHITE CROAKER",213,"8835440201",6,1982,0.7142857143,100,0.7142857143,0.5102040816,5,7,"111",20.5,9,"Ventura Marina Harbor","213","111 213 Ventura Marina Har",
111,"QUEENFISH",213,"8835442501",6,1982,0.5714285714,100,0.5714285714,0.3265306122,4,7,"111",20.5,9,"Ventura Marina Harbor","213","111 213 Ventura Marina Har",
111,"SURFPERCH FAMILY",213,"8835600000",6,1982,0.1428571429,100,0.1428571429,0.0204081633,1,7,"111",20.5,9,"Ventura Marina Harbor","213","111 213 Ventura Marina Har",
111,"WALLEYE SURFPERCH",213,"8835600401",6,1982,0.4285714286,100,0.4285714286,0.1836734694,3,7,"111",20.5,9,"Ventura Marina Harbor","213","111 213 Ventura Marina Har",
111,"TOPSMELT",302,"8805020101",6,1982,0.0666666667,82.199493653,0.0547996624,0.003003003,5,75,"111",224,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"JACKSMELT",302,"8805020601",6,1982,0.4291079812,35.832964296,0.1537621097,0.0236427864,31,75,"111",224,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"WHITE CROAKER",302,"8835440201",6,1982,0.5838497653,30.791589104,0.1797766207,0.0323196334,43,75,"111",224,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"SPOTFIN CROAKER",302,"8835442401",6,1982,0.0133333333,70.231278163,0.0093641704,0.0000876877,1,75,"111",224,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"QUEENFISH",302,"8835442501",6,1982,0.334084507,43.072176497,0.1438974685,0.0207064814,25,75,"111",224,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"SURFPERCH FAMILY",302,"8835600000",6,1982,0.1126760563,100,0.1126760563,0.0126958937,8,75,"111",224,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"SHINER PERCH",302,"8835600201",6,1982,0.04,70.231278163,0.0280925113,0.0007891892,3,75,"111",224,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"WALLEYE SURFPERCH",302,"8835600401",6,1982,0.0963380282,50.356991763,0.0485129329,0.0023535047,7,75,"111",224,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"BARRED SURFPERCH",302,"8835600702",6,1982,0.16,48.976000742,0.0783616012,0.0061405405,12,75,"111",224,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"PACIFIC BONITO",302,"8850030201",6,1982,0.0422535211,56.904263795,0.0240440551,0.0005781166,3,75,"111",224,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"CHUB (PACIFIC) MACKEREL",302,"8850030301",6,1982,0.3194366197,46.835880854,0.1496109546,0.0223834377,23,75,"111",224,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"CALIFORNIA HALIBUT",302,"8857030309",6,1982,0.0266666667,60.543707687,0.0161449887,0.0002606607,2,75,"111",224,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"SILVERSIDE FAMILY",303,"8805020000",6,1982,0.1272727273,100,0.1272727273,0.0161983471,7,55,"111",152,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"JACKSMELT",303,"8805020601",6,1982,0.5090909091,42.335895436,0.2155281949,0.0464524028,28,55,"111",152,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"JACK MACKEREL",303,"8835280101",6,1982,0.0363636364,100,0.0363636364,0.001322314,2,55,"111",152,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"SURFPERCH FAMILY",303,"8835600000",6,1982,0.1454545455,57.584479005,0.0837592422,0.0070156107,8,55,"111",152,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"WALLEYE SURFPERCH",303,"8835600401",6,1982,0.0363636364,100,0.0363636364,0.001322314,2,55,"111",152,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"BARRED SURFPERCH",303,"8835600702",6,1982,0.0363636364,100,0.0363636364,0.001322314,2,55,"111",152,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"PACIFIC BONITO",303,"8850030201",6,1982,0.1090909091,52.214341407,0.0569610997,0.0032445669,6,55,"111",152,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"CHUB (PACIFIC) MACKEREL",303,"8850030301",6,1982,0.6909090909,34.041417389,0.2351952474,0.0553168044,38,55,"111",152,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"BARRED SURFPERCH",200,"8835600702",6,1983,1.4,40.765274195,0.5707138387,0.3257142857,11.2,8,"111",24,9,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"JACKSMELT",201,"8805020601",6,1983,0.1696969697,49.228745543,0.0835396894,0.0069788797,5.6,33,"111",147.5,9,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"CALIFORNIA CORBINA",201,"8835440607",6,1983,0.2575757576,63.79709401,0.1643258482,0.0270029844,8.5,33,"111",147.5,9,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"YELLOWFIN CROAKER",201,"8835441105",6,1983,0.2575757576,73.175619439,0.1884826561,0.0355257117,8.5,33,"111",147.5,9,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"WALLEYE SURFPERCH",201,"8835600401",6,1983,0.0909090909,73.598007219,0.0669072793,0.004476584,3,33,"111",147.5,9,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"BARRED SURFPERCH",201,"8835600702",6,1983,0.9515151515,43.173133182,0.4107989036,0.1687557392,31.4,33,"111",147.5,9,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"PACIFIC BONITO",201,"8850030201",6,1983,0.0303030303,100,0.0303030303,0.0009182736,1,33,"111",147.5,9,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"CHUB (PACIFIC) MACKEREL",201,"8850030301",6,1983,0.3333333333,40.063869463,0.1335462315,0.017834596,11,33,"111",147.5,9,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"CALIFORNIA HALIBUT",201,"8857030309",6,1983,0.1060606061,70.348984299,0.0746125591,0.005567034,3.5,33,"111",147.5,9,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"JACKSMELT",212,"8805020601",6,1983,0.5,63.245553203,0.316227766,0.1,3,6,"111",15,9,"Bass Rock","212","111 212 Bass Rock",
111,"BARRED SURFPERCH",212,"8835600702",6,1983,0.75,63.245553203,0.474341649,0.225,4.5,6,"111",15,9,"Bass Rock","212","111 212 Bass Rock",
111,"WALLEYE SURFPERCH",221,"8835600401",6,1983,0.5333333333,100,0.5333333333,0.2844444444,1.6,3,"111",15,9,"County Line Beach","221","111 221 County Line Beach",
111,"BARRED SURFPERCH",221,"8835600702",6,1983,1.0666666667,100,1.0666666667,1.1377777778,3.2,3,"111",15,9,"County Line Beach","221","111 221 County Line Beach",
111,"TOPSMELT",302,"8805020101",6,1983,0.1212121212,70.710678119,0.0857099129,0.0073461892,4,33,"111",146,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"JACKSMELT",302,"8805020601",6,1983,0.303030303,37.728470682,0.114328699,0.0130710514,10,33,"111",146,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"JACK MACKEREL",302,"8835280101",6,1983,0.1818181818,69.597054535,0.1265400992,0.0160123967,6,33,"111",146,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"WHITE CROAKER",302,"8835440201",6,1983,0.5151515152,51.344383089,0.2645013674,0.0699609734,17,33,"111",146,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"YELLOWFIN CROAKER",302,"8835441105",6,1983,0.0303030303,100,0.0303030303,0.0009182736,1,33,"111",146,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"QUEENFISH",302,"8835442501",6,1983,0.0606060606,69.597054535,0.0421800331,0.0017791552,2,33,"111",146,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"WALLEYE SURFPERCH",302,"8835600401",6,1983,0.7878787879,36.089729357,0.2843433222,0.0808511249,26,33,"111",146,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"BARRED SURFPERCH",302,"8835600702",6,1983,0.1515151515,100,0.1515151515,0.0229568411,5,33,"111",146,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"CALICO SURFPERCH",302,"8835600703",6,1983,0.1515151515,71.063352018,0.1076717455,0.0115932048,5,33,"111",146,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"CHUB (PACIFIC) MACKEREL",302,"8850030301",6,1983,2.8181818182,22.976795742,0.64752788,0.4192923554,93,33,"111",146,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"PACIFIC POMPANO (BUTTERFISH)",302,"8851030101",6,1983,0.0606060606,100,0.0606060606,0.0036730946,2,33,"111",146,9,"Ventura Pier","302","111 302 Ventura Pier",
111,"JACKSMELT",303,"8805020601",6,1983,0.3066666667,27.081511525,0.0830499687,0.0068972973,23,75,"111",268,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"PACIFIC BONITO",303,"8850030201",6,1983,0.0133333333,70.231278163,0.0093641704,0.0000876877,1,75,"111",268,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"CHUB (PACIFIC) MACKEREL",303,"8850030301",6,1983,2.6354385965,15.857087863,0.4179038138,0.1746435976,198,75,"111",268,9,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"JACKSMELT",307,"8805020601",6,1983,0.25,45.922146481,0.1148053662,0.0131802721,7,28,"111",84,9,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
